date,store_id,sku_id,sales_amount,in_promotion,pb_order
2021/1/1,159,368802991,1,0,0
2021/1/1,159,368802993,2.318,0,0
2021/1/1,159,368802994,2.594,0,0
2021/1/1,159,368802995,1.852,0,0
2021/1/1,159,368802998,8.114,0,0
2021/1/1,159,368803000,3.688,0,0
2021/1/1,159,368803001,0.666,0,0
2021/1/1,159,368803007,1.058,0,0
2021/1/1,159,368803009,6.828,0,0
2021/1/1,159,368803011,1.032,0,0
2021/1/1,159,368803013,2.86,0,0
2021/1/1,159,368803014,187.758,0,0
2021/1/1,159,368803015,1.02,0,0
2021/1/1,159,368803030,1.366,0,0
2021/1/1,159,368803031,0.556,0,0
2021/1/1,159,368803032,1.98,0,0
2021/1/1,159,368803033,1.526,0,0
2021/1/1,159,368803034,1.174,0,0
2021/1/1,159,368803036,1.418,0,0
2021/1/1,159,368803037,0.56,0,0
2021/1/1,159,368803038,0.544,0,0
2021/1/1,159,368803039,3.184,0,0
2021/1/1,159,368803040,1.012,0,0
2021/1/1,159,368803041,0.928,0,0
2021/1/1,159,368803044,22.15,0,0
2021/1/1,159,368803045,7.232,0,0
2021/1/1,159,368803046,0.582,0,0
2021/1/1,159,368803047,5,0,0
2021/1/1,159,368803049,6.172,0,0
2021/1/1,159,368803051,1.512,0,0
2021/1/1,159,368803052,5.11,0,0
2021/1/1,159,368803054,4.372,0,0
2021/1/1,159,368803056,1.988,0,0
2021/1/1,159,368803057,0.738,0,0
2021/1/1,159,368803058,1.15,0,0
2021/1/1,159,368803061,1.092,0,0
2021/1/1,159,368803062,1.652,0,0
2021/1/1,159,368803067,1.376,0,0
2021/1/1,159,368803068,11.986,0,0
2021/1/1,159,368803069,4.902,0,0
2021/1/1,159,368803070,0.718,0,0
2021/1/1,159,368803073,1.164,0,0
2021/1/1,159,368803074,0.934,0,0
2021/1/1,159,368803075,1.354,0,0
2021/1/1,159,368803076,1.004,0,0
2021/1/1,159,368803081,1.106,0,0
2021/1/1,159,368803082,3.046,0,0
2021/1/1,159,368803084,0.7,0,0
2021/1/1,159,368803087,0.856,0,0
2021/1/1,159,368803093,0.86,0,0
2021/1/1,159,368803095,2,0,0
2021/1/1,159,368803097,2.012,0,0
2021/1/1,159,368803099,2.146,0,0
2021/1/1,159,368803101,2.002,0,0
2021/1/1,159,368803102,2.968,0,0
2021/1/1,159,368803105,4,0,0
2021/1/1,159,368803106,2.902,0,0
2021/1/1,159,368803107,1.406,0,0
2021/1/1,159,368803108,2.564,0,0
2021/1/1,159,368803110,3.096,0,0
2021/1/1,159,368803112,0.998,0,0
2021/1/1,159,368803114,1.104,0,0
2021/1/1,159,368803115,1.22,0,0
2021/1/1,159,368803116,1.076,0,0
2021/1/1,159,368803117,0.628,0,0
2021/1/1,159,368803118,0.62,0,0
2021/1/1,159,368803121,9.932,0,0
2021/1/1,159,368803123,1.02,0,0
2021/1/1,159,368803124,0.398,0,0
2021/1/1,159,368803125,3,0,0
2021/1/1,159,368803127,0.438,0,0
2021/1/1,159,368803128,1,0,0
2021/1/1,159,368803130,0.174,0,0
2021/1/1,159,368803132,6.398,0,0
2021/1/1,159,368803133,4.426,0,0
2021/1/1,159,368803134,1.17,0,0
2021/1/1,159,368803136,1.114,0,0
2021/1/1,159,368803137,0.992,0,0
2021/1/1,159,368803138,1.19,0,0
2021/1/1,159,368803143,0.842,0,0
2021/1/1,159,368803145,2.226,0,0
2021/1/1,159,368803147,1.448,0,0
2021/1/1,159,368803156,2.154,0,0
2021/1/1,159,368803161,1.814,0,0
2021/1/1,159,368803162,0.576,0,0
2021/1/1,159,368803163,7.244,1,0
2021/1/1,159,368803164,0.886,0,0
2021/1/1,159,368803167,0.532,0,0
2021/1/1,159,368803179,0.646,0,0
2021/1/1,159,368803190,0.49,0,0
2021/1/1,159,368803191,8.18,0,0
2021/1/1,159,368803192,0.494,0,0
2021/1/1,159,368803193,0.984,0,0
2021/1/1,159,368803198,0.786,0,0
2021/1/1,159,368803205,0.29,0,0
2021/1/1,159,368803219,1.538,0,0
2021/1/1,159,368803316,2.094,0,0
2021/1/1,159,368803317,2.118,0,0
2021/1/1,159,368803318,2.18,0,0
2021/1/1,159,368803328,2,0,0
2021/1/1,159,368803330,2,0,0
2021/1/1,159,368803331,2,0,0
2021/1/1,159,368803332,2,0,0
2021/1/1,159,368803335,4,0,0
2021/1/1,159,368803343,0.546,0,0
2021/1/1,159,368803358,1.07,0,0
2021/1/1,159,368803397,3,0,0
2021/1/1,159,368803398,1.022,0,0
2021/1/1,159,368803399,1,0,0
2021/1/1,159,368803408,5,0,0
2021/1/1,159,368803417,3,0,0
2021/1/1,159,368803423,0.664,0,0
2021/1/1,159,368803424,1.3,0,0
2021/1/1,159,368803425,0.884,0,0
2021/1/1,159,368803426,1.038,0,0
2021/1/1,159,368803429,7.372,0,0
2021/1/1,159,368803540,4.156,0,0
2021/1/1,159,368803890,1,0,0
2021/1/1,159,368803997,2,0,0
2021/1/1,159,368804007,1,0,0
2021/1/1,159,368804042,1,0,0
2021/1/1,159,368804050,1,0,0
2021/1/1,159,368804059,1,0,0
2021/1/1,159,368804063,1,0,0
2021/1/1,159,368804064,3,0,0
2021/1/1,159,368804075,1,0,0
2021/1/1,159,368804082,1,0,0
2021/1/1,159,368804085,1,0,0
2021/1/1,159,368804086,3,0,0
2021/1/1,159,368804090,1,0,0
2021/1/1,159,368804096,2,0,0
2021/1/1,159,368804106,3,0,0
2021/1/1,159,368804117,1,0,0
2021/1/1,159,368804123,5,0,0
2021/1/1,159,368804130,1,0,0
2021/1/1,159,368804139,4,0,0
2021/1/1,159,368804153,1,0,0
2021/1/1,159,368804155,3,0,0
2021/1/1,159,368804158,1,0,0
2021/1/1,159,368804165,3,0,0
2021/1/1,159,368804173,1,0,0
2021/1/1,159,368804179,1,0,0
2021/1/1,159,368804182,1,0,0
2021/1/1,159,368804192,1,0,0
2021/1/1,159,368804207,1,0,0
2021/1/1,159,368804209,1,0,0
2021/1/1,159,368804210,1,0,0
2021/1/1,159,368804211,2,0,0
2021/1/1,159,368804216,1,0,0
2021/1/1,159,368804218,2,0,0
2021/1/1,159,368804254,1,0,0
2021/1/1,159,368804271,3,0,0
2021/1/1,159,368804272,1,0,0
2021/1/1,159,368804277,3,0,0
2021/1/1,159,368804278,1,0,0
2021/1/1,159,368804280,2,0,0
2021/1/1,159,368804283,1,0,0
2021/1/1,159,368804287,21,0,0
2021/1/1,159,368804300,1,0,0
2021/1/1,159,368804316,1,0,0
2021/1/1,159,368804317,1,0,0
2021/1/1,159,368804318,4,0,0
2021/1/1,159,368804335,2,0,0
2021/1/1,159,368804336,2,0,0
2021/1/1,159,368804364,1,0,0
2021/1/1,159,368804368,2,0,0
2021/1/1,159,368804371,2,0,0
2021/1/1,159,368804376,2,0,0
2021/1/1,159,368804380,1,0,0
2021/1/1,159,368804384,1,0,0
2021/1/1,159,368804385,3,0,0
2021/1/1,159,368804411,3,0,0
2021/1/1,159,368804422,8,0,0
2021/1/1,159,368804424,1,0,0
2021/1/1,159,368804427,5,0,0
2021/1/1,159,368804456,0,0,0
2021/1/1,159,368804514,2,0,0
2021/1/1,159,368804520,1,0,0
2021/1/1,159,368804524,14,0,0
2021/1/1,159,368804532,1,0,0
2021/1/1,159,368804540,1,0,0
2021/1/1,159,368804570,2,0,0
2021/1/1,159,368804591,5,0,0
2021/1/1,159,368804594,1,0,0
2021/1/1,159,368804596,2,0,0
2021/1/1,159,368804606,1,0,0
2021/1/1,159,368804608,2,0,0
2021/1/1,159,368804611,1,0,0
2021/1/1,159,368804621,2,0,0
2021/1/1,159,368804628,1,0,0
2021/1/1,159,368804659,2,0,0
2021/1/1,159,368804709,5,0,0
2021/1/1,159,368804731,2,0,0
2021/1/1,159,368804787,6,0,0
2021/1/1,159,368804937,1,0,0
2021/1/1,159,368805027,13,0,0
2021/1/1,159,368805060,10,0,0
2021/1/1,159,368805365,1,0,0
2021/1/1,159,368805515,2,0,0
2021/1/1,159,368805517,1,0,0
2021/1/1,159,368805891,3,0,0
2021/1/1,159,368805898,1,0,0
2021/1/1,159,368805900,4,0,0
2021/1/1,159,368805942,0.27,0,0
2021/1/1,159,368806118,1,0,0
2021/1/1,159,368806181,1,0,0
2021/1/1,159,368806240,1,0,0
2021/1/1,159,368806726,6.136,0,0
2021/1/1,159,368806728,1.589,0,0
2021/1/1,159,368806742,5.284,0,0
2021/1/1,159,368810842,1.576,0,0
2021/1/1,159,368810843,4.004,0,0
2021/1/1,159,368810844,2.442,0,0
2021/1/1,159,368810846,0.918,0,0
2021/1/1,159,368810872,1.504,0,0
2021/1/1,159,368810877,1.938,0,0
2021/1/1,159,368814723,2,0,0
2021/1/1,159,368814724,2,0,0
2021/1/1,159,368814726,1,0,0
2021/1/1,159,368814824,4,0,0
2021/1/1,159,368814825,3,0,0
2021/1/1,159,368815405,8.19,0,0
2021/1/1,159,368815439,2.108,0,0
2021/1/1,159,368815515,0.99,0,0
2021/1/1,159,368815613,1,0,0
2021/1/1,159,368815615,1,0,0
2021/1/1,159,368815635,2.43,0,0
2021/1/1,159,368815665,11.038,0,0
2021/1/1,159,368815720,8.594,0,0
2021/1/1,159,368815722,1,0,0
2021/1/1,159,368815735,1,0,0
2021/1/1,159,368815805,1,0,0
2021/1/1,159,368815862,1.61,0,0
2021/1/1,159,368815881,2,0,0
2021/1/1,159,368815886,3,0,0
2021/1/1,159,368815887,1,0,0
2021/1/1,159,368815894,19.454,0,0
2021/1/1,159,368815908,1,0,0
2021/1/1,159,368815982,0.956,0,0
2021/1/1,159,368815984,10.183,0,0
2021/1/1,159,368815986,1.826,0,0
2021/1/1,159,368815987,6.908,0,0
2021/1/1,159,368815992,1.108,0,0
2021/1/1,159,368816005,0.408,0,0
2021/1/1,159,368816007,4.28,0,0
2021/1/1,159,368816008,15.99,0,0
2021/1/1,159,368816009,15.073,0,0
2021/1/1,159,368816010,3.64,0,0
2021/1/1,159,368816012,0.666,0,0
2021/1/1,159,368816013,0.144,0,0
2021/1/1,159,368816014,0.9,0,0
2021/1/1,159,368816015,1.228,0,0
2021/1/1,159,368816016,0.328,0,0
2021/1/1,159,368816017,0.572,0,0
2021/1/1,159,368816018,0.59,0,0
2021/1/1,159,368816019,0.338,0,0
2021/1/1,159,368816020,1,0,0
2021/1/1,159,368816021,1,0,0
2021/1/1,159,368816057,1,0,0
2021/1/1,159,368816069,1,0,0
2021/1/1,159,368816070,1,0,0
2021/1/1,159,368816081,1,0,0
2021/1/1,159,368816105,1,0,0
2021/1/1,159,368816106,2,0,0
2021/1/1,159,368816191,6.314,0,0
2021/1/1,159,368816213,0.5,0,0
2021/1/1,159,368816238,2,0,0
2021/1/1,159,368816240,9.971,0,0
2021/1/1,159,368816258,9,0,0
2021/1/1,159,368816261,2,0,0
2021/1/1,159,368816302,1.788,0,0
2021/1/1,159,368816936,0.714,0,0
2021/1/1,159,368816955,1,0,0
2021/1/1,159,368816976,6.984,0,0
2021/1/1,159,368816977,0.916,0,0
2021/1/1,159,368817084,1,0,0
2021/1/1,159,368817176,1,0,0
2021/1/1,159,368817211,2,0,0
2021/1/1,159,368817331,1,0,0
2021/1/1,159,368817382,2,0,0
2021/1/1,159,368817383,2,0,0
2021/1/1,159,368817384,2,0,0
2021/1/1,159,368817385,1,0,0
2021/1/1,159,368817418,1,0,0
2021/1/1,159,368817439,2,0,0
2021/1/1,159,368817440,1,0,0
2021/1/1,159,368817442,1,0,0
2021/1/1,159,368817443,1,0,0
2021/1/1,159,368817447,1,0,0
2021/1/1,159,368817448,1,0,0
2021/1/1,159,368817536,12,0,0
2021/1/1,159,368817546,1,0,0
2021/1/1,159,368817547,1,0,0
2021/1/1,159,368817674,1.222,0,0
2021/1/1,159,368817833,2,0,0
2021/1/1,159,368817847,4,0,0
2021/1/1,159,368817850,2,0,0
2021/1/1,159,368817852,2,0,0
2021/1/1,159,368817853,7,0,0
2021/1/1,159,368817854,3,0,0
2021/1/1,159,368817856,1,0,0
2021/1/1,159,368817857,1,0,0
2021/1/1,159,368817858,2,0,0
2021/1/1,159,368817861,3,0,0
2021/1/1,159,368817862,5,0,0
2021/1/1,159,368817869,32,0,0
2021/1/1,159,368817871,1.128,0,0
2021/1/1,159,368817872,1.068,0,0
2021/1/1,159,368817874,1,0,0
2021/1/1,159,368817875,4,0,0
2021/1/1,159,368817877,2,0,0
2021/1/1,159,368817881,1,0,0
2021/1/1,159,368817883,3,0,0
2021/1/1,159,368817884,1,0,0
2021/1/1,159,368818045,1,0,0
2021/1/1,159,368818047,1,0,0
2021/1/1,159,368818084,2,0,0
2021/1/1,159,368818166,5,0,0
2021/1/1,159,368818207,2,0,0
2021/1/1,159,368818208,1,0,0
2021/1/1,159,368818614,0.838,0,0
2021/1/1,159,368818669,1,0,0
2021/1/1,159,368818826,2,0,0
2021/1/1,159,368818881,8,0,0
2021/1/1,159,368818999,1,0,0
2021/1/1,159,368819209,1,0,0
2021/1/1,159,368819405,2.892,0,0
2021/1/1,159,368819419,19,0,0
2021/1/1,159,368819469,1,0,0
2021/1/1,159,368819537,1,0,0
2021/1/1,159,368819653,1,0,0
2021/1/1,159,368819806,1,0,0
2021/1/1,159,368819820,1,0,0
2021/1/1,159,368819872,2,0,0
2021/1/1,159,368819995,1,0,0
2021/1/1,159,368820132,1.698,0,0
2021/1/1,159,368820184,7,0,0
2021/1/1,159,368820281,5,0,0
2021/1/1,159,368820282,3,0,0
2021/1/1,159,368820283,1,0,0
2021/1/1,159,368820286,10,0,0
2021/1/1,172,368802559,58,0,0
2021/1/1,172,368802608,4.148,0,0
2021/1/1,172,368802732,1,0,0
2021/1/1,172,368802745,1.11,0,0
2021/1/1,172,368802802,124.546,0,0
2021/1/1,172,368802823,1.032,0,0
2021/1/1,172,368802836,1.112,0,0
2021/1/1,172,368802875,0.61,0,0
2021/1/1,172,368802878,0.49,0,0
2021/1/1,172,368802883,1.152,0,0
2021/1/1,172,368802884,1.464,0,0
2021/1/1,172,368802885,1.888,0,0
2021/1/1,172,368802887,1.36,0,0
2021/1/1,172,368802888,1.032,0,0
2021/1/1,172,368802892,0.44,0,0
2021/1/1,172,368802896,0.732,0,0
2021/1/1,172,368802898,2.946,0,0
2021/1/1,172,368802899,1.93,0,0
2021/1/1,172,368802901,1.898,0,0
2021/1/1,172,368802909,0.924,0,0
2021/1/1,172,368802911,1.146,0,0
2021/1/1,172,368802913,0.748,0,0
2021/1/1,172,368802914,1.128,0,0
2021/1/1,172,368802916,0.706,0,0
2021/1/1,172,368802921,0.366,0,0
2021/1/1,172,368802922,1.21,0,0
2021/1/1,172,368802925,1.06,0,0
2021/1/1,172,368802932,0.484,1,0
2021/1/1,172,368802935,1.194,0,0
2021/1/1,172,368802936,1.016,0,0
2021/1/1,172,368802948,0.65,0,0
2021/1/1,172,368802958,1.414,0,0
2021/1/1,172,368802959,0.414,0,0
2021/1/1,172,368802962,0.276,0,0
2021/1/1,172,368802963,1.762,0,0
2021/1/1,172,368802964,0.968,1,0
2021/1/1,172,368802966,1.504,0,0
2021/1/1,172,368802967,0.116,0,0
2021/1/1,172,368802970,1.902,0,0
2021/1/1,172,368802972,0.864,0,0
2021/1/1,172,368802973,1.042,0,0
2021/1/1,172,368802974,0.708,0,0
2021/1/1,172,368802976,1.514,0,0
2021/1/1,172,368802988,4.718,0,0
2021/1/1,172,368802990,0.886,0,0
2021/1/1,172,368802991,0.944,0,0
2021/1/1,172,368802992,0.73,0,0
2021/1/1,172,368802994,1.304,0,0
2021/1/1,172,368802998,3.802,0,0
2021/1/1,172,368803001,0.392,0,0
2021/1/1,172,368803007,0.266,0,0
2021/1/1,172,368803009,3.256,0,0
2021/1/1,172,368803013,1.866,0,0
2021/1/1,172,368803014,99.484,0,0
2021/1/1,172,368803030,0.956,0,0
2021/1/1,172,368803031,0.35,0,0
2021/1/1,172,368803032,1.256,0,0
2021/1/1,172,368803033,0.858,0,0
2021/1/1,172,368803034,0.3,0,0
2021/1/1,172,368803036,0.478,0,0
2021/1/1,172,368803037,0.236,0,0
2021/1/1,172,368803038,0.204,0,0
2021/1/1,172,368803039,1.124,0,0
2021/1/1,172,368803040,0.244,0,0
2021/1/1,172,368803044,1.88,0,0
2021/1/1,172,368803045,4.248,0,0
2021/1/1,172,368803049,0.464,0,0
2021/1/1,172,368803052,3.114,0,0
2021/1/1,172,368803054,0.814,0,0
2021/1/1,172,368803056,0.418,0,0
2021/1/1,172,368803058,1.428,0,0
2021/1/1,172,368803062,0.51,0,0
2021/1/1,172,368803068,3.244,0,0
2021/1/1,172,368803069,1.174,0,0
2021/1/1,172,368803073,1.152,0,0
2021/1/1,172,368803074,0.982,0,0
2021/1/1,172,368803076,1.008,0,0
2021/1/1,172,368803081,1.064,0,0
2021/1/1,172,368803082,1.194,0,0
2021/1/1,172,368803095,1,0,0
2021/1/1,172,368803099,0.464,0,0
2021/1/1,172,368803101,16.3,0,0
2021/1/1,172,368803102,1.392,0,0
2021/1/1,172,368803105,2,0,0
2021/1/1,172,368803106,1.19,0,0
2021/1/1,172,368803107,2.038,0,0
2021/1/1,172,368803108,1.652,0,0
2021/1/1,172,368803110,1.284,0,0
2021/1/1,172,368803111,0.82,0,0
2021/1/1,172,368803112,3.188,0,0
2021/1/1,172,368803113,0.794,0,0
2021/1/1,172,368803114,1.618,0,0
2021/1/1,172,368803115,0.628,0,0
2021/1/1,172,368803116,0.608,0,0
2021/1/1,172,368803117,0.314,0,0
2021/1/1,172,368803118,0.344,0,0
2021/1/1,172,368803121,0.486,0,0
2021/1/1,172,368803123,0.496,0,0
2021/1/1,172,368803124,0.39,0,0
2021/1/1,172,368803127,0.194,0,0
2021/1/1,172,368803130,0.056,0,0
2021/1/1,172,368803132,2.758,0,0
2021/1/1,172,368803133,1.73,0,0
2021/1/1,172,368803134,0.776,0,0
2021/1/1,172,368803137,0.62,0,0
2021/1/1,172,368803147,1.298,0,0
2021/1/1,172,368803152,2.202,0,0
2021/1/1,172,368803156,3.594,0,0
2021/1/1,172,368803161,3.204,0,0
2021/1/1,172,368803163,7.628,1,0
2021/1/1,172,368803164,1.042,0,0
2021/1/1,172,368803166,0.638,0,0
2021/1/1,172,368803191,5.848,0,0
2021/1/1,172,368803193,0.52,0,0
2021/1/1,172,368803317,2.09,0,0
2021/1/1,172,368803318,1.084,0,0
2021/1/1,172,368803328,1,0,0
2021/1/1,172,368803331,1,0,0
2021/1/1,172,368803332,1,0,0
2021/1/1,172,368803358,0.524,0,0
2021/1/1,172,368803395,1,0,0
2021/1/1,172,368803397,2,0,0
2021/1/1,172,368803398,0.538,0,0
2021/1/1,172,368803408,5,0,0
2021/1/1,172,368803423,1.324,0,0
2021/1/1,172,368803424,1.548,0,0
2021/1/1,172,368803429,6.92,0,0
2021/1/1,172,368804026,1,0,0
2021/1/1,172,368804066,1,0,0
2021/1/1,172,368804079,1,0,0
2021/1/1,172,368804190,1,0,0
2021/1/1,172,368804209,1,0,0
2021/1/1,172,368804218,1,0,0
2021/1/1,172,368804223,1,0,0
2021/1/1,172,368804272,1,0,0
2021/1/1,172,368804280,1,0,0
2021/1/1,172,368804284,1,0,0
2021/1/1,172,368804287,2,0,0
2021/1/1,172,368804306,1,0,0
2021/1/1,172,368804335,1,0,0
2021/1/1,172,368804503,1,0,0
2021/1/1,172,368804513,1,0,0
2021/1/1,172,368804524,2,0,0
2021/1/1,172,368804559,1,0,0
2021/1/1,172,368804574,1,0,0
2021/1/1,172,368804575,1,0,0
2021/1/1,172,368804591,2,0,0
2021/1/1,172,368804610,6,0,0
2021/1/1,172,368804645,4,0,0
2021/1/1,172,368805027,37,0,0
2021/1/1,172,368805060,3,0,0
2021/1/1,172,368806395,2,0,0
2021/1/1,172,368806720,0.33,0,0
2021/1/1,172,368806721,0.204,0,0
2021/1/1,172,368806725,1.748,0,0
2021/1/1,172,368806726,1.268,0,0
2021/1/1,172,368806742,3.502,0,0
2021/1/1,172,368807010,3.964,0,0
2021/1/1,172,368807016,5.798,0,0
2021/1/1,172,368807017,0.746,0,0
2021/1/1,172,368807083,0.076,0,0
2021/1/1,172,368810842,0.884,0,0
2021/1/1,172,368810843,1.008,0,0
2021/1/1,172,368810844,1.126,0,0
2021/1/1,172,368810877,1.192,0,0
2021/1/1,172,368814691,1,0,0
2021/1/1,172,368814723,1,0,0
2021/1/1,172,368814724,1,0,0
2021/1/1,172,368814725,1,0,0
2021/1/1,172,368814726,1,0,0
2021/1/1,172,368814837,1,0,0
2021/1/1,172,368814929,10.351,0,0
2021/1/1,172,368814930,14.02,0,0
2021/1/1,172,368814932,0.33,0,0
2021/1/1,172,368814933,8.774,0,0
2021/1/1,172,368814935,3.094,0,0
2021/1/1,172,368814936,14.384,0,0
2021/1/1,172,368814939,1.25,0,0
2021/1/1,172,368814941,1.508,0,0
2021/1/1,172,368814942,1.584,0,0
2021/1/1,172,368814943,0.141,0,0
2021/1/1,172,368814944,1,0,0
2021/1/1,172,368814945,0.428,0,0
2021/1/1,172,368815405,1.664,0,0
2021/1/1,172,368815406,5.986,0,0
2021/1/1,172,368815570,16,0,0
2021/1/1,172,368815615,1,0,0
2021/1/1,172,368815651,7,0,0
2021/1/1,172,368815665,13.238,0,0
2021/1/1,172,368815805,1,0,0
2021/1/1,172,368815862,1,0,0
2021/1/1,172,368815993,0.198,0,0
2021/1/1,172,368815999,1.196,0,0
2021/1/1,172,368816070,1,0,0
2021/1/1,172,368816190,0.284,0,0
2021/1/1,172,368816191,2.212,0,0
2021/1/1,172,368816213,2.836,0,0
2021/1/1,172,368816239,1.714,0,0
2021/1/1,172,368816240,1.654,0,0
2021/1/1,172,368816250,1,0,0
2021/1/1,172,368816811,3,0,0
2021/1/1,172,368816969,0.742,0,0
2021/1/1,172,368816970,1.257,0,0
2021/1/1,172,368816971,11.556,0,0
2021/1/1,172,368817084,1,0,0
2021/1/1,172,368817176,1,0,0
2021/1/1,172,368817382,2,0,0
2021/1/1,172,368817383,2,0,0
2021/1/1,172,368817384,2,0,0
2021/1/1,172,368817385,2,0,0
2021/1/1,172,368817418,1,0,0
2021/1/1,172,368817439,1,0,0
2021/1/1,172,368817447,2,0,0
2021/1/1,172,368817448,1,0,0
2021/1/1,172,368817449,1,0,0
2021/1/1,172,368817450,1,0,0
2021/1/1,172,368817536,10,0,0
2021/1/1,172,368817850,1,0,0
2021/1/1,172,368817852,2,0,0
2021/1/1,172,368817854,2,0,0
2021/1/1,172,368817858,1,0,0
2021/1/1,172,368817861,1,0,0
2021/1/1,172,368817869,24,0,0
2021/1/1,172,368817871,0.508,0,0
2021/1/1,172,368817874,1,0,0
2021/1/1,172,368817875,1,0,0
2021/1/1,172,368817877,2,0,0
2021/1/1,172,368817883,7,0,0
2021/1/1,172,368817903,1,0,0
2021/1/1,172,368818075,1,0,0
2021/1/1,172,368818084,1,0,0
2021/1/1,172,368818207,1,0,0
2021/1/1,172,368818272,4,0,0
2021/1/1,172,368818998,1,0,0
2021/1/1,172,368819002,1,0,0
2021/1/1,172,368819419,14,0,0
2021/1/1,172,368819723,1,0,0
2021/1/1,172,368819803,3,0,0
2021/1/1,172,368819821,1,0,0
2021/1/1,172,368819822,1,0,0
2021/1/1,172,368820184,3,0,0
2021/1/1,172,368820281,1,0,0
2021/1/1,248,368802559,28,0,0
2021/1/1,248,368802645,2,0,0
2021/1/1,248,368802745,6.79,0,0
2021/1/1,248,368802872,0.962,1,0
2021/1/1,248,368802874,1.976,1,0
2021/1/1,248,368802875,1.76,1,0
2021/1/1,248,368802878,3.876,1,0
2021/1/1,248,368802883,2.83,1,0
2021/1/1,248,368802884,0.972,1,0
2021/1/1,248,368802885,2.244,1,0
2021/1/1,248,368802887,0.87,1,0
2021/1/1,248,368802888,1.364,1,0
2021/1/1,248,368802891,2,1,0
2021/1/1,248,368802892,1.37,1,0
2021/1/1,248,368802896,3.9,1,0
2021/1/1,248,368802897,1.116,1,0
2021/1/1,248,368802898,5.47,1,0
2021/1/1,248,368802900,1.122,1,0
2021/1/1,248,368802901,13.342,1,0
2021/1/1,248,368802908,0.926,1,0
2021/1/1,248,368802909,1.262,1,0
2021/1/1,248,368802911,1.986,1,0
2021/1/1,248,368802912,2.198,1,0
2021/1/1,248,368802913,2.082,1,0
2021/1/1,248,368802914,3.392,1,0
2021/1/1,248,368802916,3.012,1,0
2021/1/1,248,368802921,1.072,1,0
2021/1/1,248,368802922,2.37,1,0
2021/1/1,248,368802925,1.084,1,0
2021/1/1,248,368802932,1.068,1,0
2021/1/1,248,368802935,0.948,1,0
2021/1/1,248,368802936,3.772,1,0
2021/1/1,248,368802941,2.442,1,0
2021/1/1,248,368802958,1.47,1,0
2021/1/1,248,368802959,0.448,1,0
2021/1/1,248,368802960,0.456,1,0
2021/1/1,248,368802963,0.6,1,0
2021/1/1,248,368802964,1.468,1,0
2021/1/1,248,368802965,2,1,0
2021/1/1,248,368802966,1.576,1,0
2021/1/1,248,368802967,2.029,1,0
2021/1/1,248,368802970,3.24,1,0
2021/1/1,248,368802972,1.262,1,0
2021/1/1,248,368802973,0.982,1,0
